0.56316,0.39235,0.37522,0.49911,0.71288,0.98329,1.2266,1.1686,1.12,1.1608,1.5492,2.2183,2.7392,3.5134,0.4688,0.41159,0.38033,0.42687,0.57163,0.84737,1.2257,1.1781,0.90884,1.021,1.3945,1.6433,1.7659,1.994,0.43489,0.36051,0.3422,0.39047,0.57719,0.83349,1.0317,1.0921,0.9701,1.0566,1.3554,1.604,1.6581,1.7244,0.88,1
0.56295,0.40249,0.3626,0.46711,0.64877,0.88962,1.1601,1.1937,1.1486,1.2686,1.6456,2.2025,2.8778,3.3479,0.43562,0.39081,0.38985,0.48831,0.68131,0.95542,1.1617,1.1413,1.0648,1.1221,1.2862,1.5269,1.6676,1.8575,0.39588,0.34819,0.36369,0.41065,0.58051,0.89542,1.0291,1.0191,0.90653,1.0065,1.1794,1.4944,1.8687,2.0209,0.88,0.85374
0.52482,0.40451,0.37974,0.45078,0.60914,0.87784,1.1425,1.1777,1.0958,1.2463,1.7565,2.3303,3.1788,3.6732,0.45801,0.33571,0.35882,0.48082,0.69974,0.99924,1.1759,1.1725,1.0667,1.0951,1.276,1.5357,1.6384,1.7551,0.36623,0.29582,0.36642,0.42682,0.53112,0.80194,0.86919,1.0186,1.0233,1.0508,1.216,1.6458,1.8981,1.9251,0.88,0.83062
0.48336,0.36954,0.35491,0.44326,0.63399,0.97691,1.2621,1.2521,1.1043,1.0899,1.6417,2.4686,3.0769,3.6102,0.42903,0.3536,0.37518,0.47668,0.69556,1.0095,1.1562,1.111,1.0709,1.1431,1.4111,1.7758,1.8115,1.8446,0.30587,0.28874,0.34026,0.39146,0.49456,0.76901,0.87717,0.99142,0.99217,0.96321,1.2212,1.6843,1.9255,1.8982,0.88,1
0.5054,0.37541,0.37774,0.44322,0.61773,0.91964,1.2904,1.2993,1.1402,1.1552,1.7447,2.6167,2.773,3.2396,0.43437,0.36424,0.37007,0.43231,0.63094,0.88633,1.0591,1.0933,1.0757,1.1546,1.3367,1.6778,1.9424,1.9813,0.37334,0.36042,0.3523,0.3925,0.53919,0.85658,1.0561,1.042,0.90537,0.98422,1.2416,1.4616,1.8235,1.8737,0.88,1
0.4998,0.37648,0.37768,0.42713,0.57568,0.85804,1.2774,1.3657,1.1874,1.2167,1.8213,2.6532,2.9451,3.4033,0.45489,0.35941,0.38433,0.44754,0.60408,0.80836,1.0837,1.2684,1.1636,1.1654,1.3426,1.586,2.0432,2.1915,0.44413,0.35604,0.31789,0.37981,0.5176,0.74828,0.96356,1.01,0.92887,0.8961,1.1404,1.4322,1.665,1.7509,0.88,0.99513
0.46603,0.35287,0.34318,0.42744,0.59564,0.93307,1.241,1.3604,1.2499,1.1428,1.6315,2.6782,3.3747,3.5512,0.40574,0.34073,0.39889,0.46568,0.57564,0.79371,1.0682,1.1603,1.0592,1.0397,1.3127,1.5411,1.8918,2.1073,0.38166,0.30418,0.30021,0.37753,0.5557,0.81659,1.1335,1.1976,1.0607,0.8387,1.1859,1.6322,1.7389,1.7278,0.88,1
0.48485,0.35633,0.34393,0.45511,0.66027,0.94613,1.1796,1.3248,1.263,1.1583,1.5342,2.5355,3.3418,3.5224,0.40435,0.30627,0.32609,0.41613,0.57593,0.83331,1.1301,1.142,0.96376,0.93285,1.1606,1.4567,1.7733,1.8343,0.46316,0.33772,0.33721,0.40184,0.57549,0.86104,1.3228,1.3585,1.036,0.97756,1.3549,1.5637,1.6578,1.8869,0.88,1
0.53635,0.39184,0.36994,0.48903,0.69881,0.97843,1.2505,1.3804,1.2838,1.1605,1.432,2.3253,3.2234,3.7595,0.43288,0.33499,0.34076,0.41955,0.5962,0.8965,1.1108,1.1207,0.99589,0.95978,1.179,1.5769,1.8243,1.772,0.47754,0.33372,0.31447,0.35969,0.50929,0.74791,1.0811,1.074,0.88244,1.0053,1.3813,1.7375,1.8199,1.9061,0.88,1
0.54331,0.42318,0.38166,0.4589,0.61621,0.92097,1.2775,1.3596,1.2092,1.0774,1.5651,2.5227,3.4479,4.0748,0.40172,0.2842,0.28629,0.33669,0.49711,0.63871,0.81785,1.0158,0.9166,0.89007,1.1417,1.496,1.7922,2.2162,0.38514,0.29674,0.30264,0.4068,0.63353,0.82059,0.93498,1.0793,1.1532,1.3086,1.6238,1.7386,1.8254,2.1979,0.88,1
0.46356,0.37651,0.34804,0.42758,0.60601,0.94081,1.3701,1.3935,1.1215,0.98877,1.6292,2.687,3.2616,3.9227,0.40963,0.29987,0.32009,0.37337,0.53385,0.70155,0.81658,0.84549,0.95349,1.0308,1.3066,1.7369,1.9686,2.1205,0.41242,0.3199,0.30566,0.37603,0.54564,0.73419,0.88172,0.98884,1.1771,1.3333,1.5121,1.686,2.0314,2.0824,0.88,1
0.3914,0.3526,0.40328,0.41876,0.55558,0.91414,1.3657,1.3253,1.0635,1.0286,1.6406,2.5114,2.9758,3.2975,0.39819,0.33474,0.33726,0.37111,0.47736,0.70102,0.98209,0.99597,1.0184,1.0217,1.3167,1.8489,2.1666,2.2898,0.40627,0.32028,0.36068,0.42376,0.49925,0.70039,0.92696,1.1786,1.2344,1.2487,1.3769,1.4791,2.0535,2.2448,0.88,1
0.44634,0.36362,0.3942,0.4555,0.62799,0.99051,1.288,1.2175,1.0812,1.1755,1.7649,2.4597,3.0224,3.4767,0.37104,0.31616,0.35101,0.38415,0.45197,0.64562,0.91611,0.99461,0.92349,0.92137,1.3095,1.8646,2.1897,2.2769,0.41595,0.31946,0.36675,0.45761,0.53358,0.67116,0.88793,1.1634,1.1005,1.0591,1.29,1.6404,2.1702,2.2867,0.88,1
0.48667,0.35374,0.36054,0.4559,0.64982,0.98087,1.2471,1.2479,1.066,1.0728,1.6004,2.321,3.1158,4.0799,0.34337,0.26772,0.30946,0.38962,0.48871,0.692,0.90712,0.87613,0.85781,0.91111,1.2719,1.7603,2.1316,2.3563,0.43887,0.31293,0.32163,0.40711,0.49408,0.6818,0.91527,1.0098,1.0103,1.0725,1.4363,1.9595,2.5055,2.5189,0.88,1
0.4944,0.38951,0.37803,0.42577,0.57827,0.87768,1.0297,0.98046,0.91748,0.97158,1.4258,2.3562,3.4215,4.2981,0.38848,0.28404,0.26766,0.36748,0.52893,0.80329,0.96187,0.96179,0.97193,0.9576,1.3626,1.7885,2.2117,2.6916,0.41679,0.31849,0.31974,0.4209,0.52843,0.69278,0.87176,0.99785,1.0549,1.173,1.3941,1.887,2.218,2.4843,0.88,0.96896
0.48153,0.40612,0.44213,0.57643,0.7405,1.0283,1.4816,1.524,1.3523,1.296,1.6072,2.2274,2.8334,3.2925,0.38567,0.32591,0.32278,0.38735,0.60915,0.87813,1.0749,1.1167,0.90233,0.87624,1.0994,1.3016,1.4826,1.8013,0.37342,0.29981,0.32655,0.40931,0.60488,0.97087,1.0768,0.91859,0.90828,1.0574,1.4434,1.8481,2.0742,2.0138,0.88,1
0.57122,0.44886,0.43584,0.55731,0.73434,1.0844,1.4096,1.4561,1.3833,1.3241,1.7476,2.4567,2.9675,3.4896,0.3871,0.30272,0.28567,0.34307,0.49691,0.70602,0.88217,0.99198,0.91545,0.85658,1.0471,1.4858,1.5974,1.6829,0.32101,0.2732,0.33032,0.43337,0.62001,0.86799,0.97246,0.96806,0.92812,1.0715,1.4549,2.0252,2.1299,2.2837,0.88,1
0.55362,0.45622,0.42049,0.52889,0.76772,1.1129,1.4184,1.5699,1.37,1.2744,1.8112,2.5784,3.0368,3.6119,0.40938,0.3331,0.27601,0.35725,0.49901,0.75704,0.89101,0.97204,0.98215,0.97441,1.2087,1.5217,1.685,1.5898,0.34757,0.2855,0.32567,0.3976,0.55985,0.81856,0.9245,0.90587,0.96352,1.1975,1.5074,1.7341,1.7635,1.9028,0.88,1
0.52176,0.44285,0.41455,0.51996,0.75663,1.1026,1.508,1.7126,1.3726,1.242,1.8407,2.6955,3.3818,3.599,0.43251,0.33597,0.28318,0.39526,0.52297,0.70857,0.87024,0.95388,0.91793,0.89252,1.2354,1.3045,1.4089,1.3891,0.37349,0.28925,0.31124,0.39781,0.53864,0.86316,1.0469,1.014,0.9764,1.1382,1.5069,1.6954,1.829,1.9816,0.88,1
0.50751,0.44919,0.4514,0.55374,0.7186,0.99015,1.2846,1.4609,1.5356,1.3645,1.7726,2.5941,3.2761,3.6255,0.33331,0.31073,0.36127,0.44484,0.6484,0.96766,1.1878,1.2039,1.0666,0.87356,1.1133,1.4776,1.8094,1.7621,0.32872,0.27614,0.29416,0.44111,0.59823,0.75189,0.89323,0.93943,0.9397,0.97914,1.2612,1.3891,1.4762,1.7635,0.88,0.92196
0.48013,0.443,0.4431,0.54607,0.73341,1.0168,1.3208,1.3298,1.3492,1.3802,1.8606,2.5601,3.056,3.1878,0.35304,0.29477,0.34049,0.49029,0.62581,0.94531,1.1444,1.1092,1.0287,1.0329,1.2266,1.4622,1.6146,1.6802,0.34378,0.26265,0.29539,0.46193,0.61314,0.80852,0.91295,0.94818,0.99018,1.0665,1.226,1.4314,1.6569,2.1384,0.88,0.86795
0.51744,0.48401,0.47796,0.56277,0.71324,1.0526,1.2804,1.1921,1.1575,1.208,1.7911,2.567,2.9736,2.9092,0.37645,0.31248,0.35314,0.4982,0.61291,0.90061,0.97835,1.005,0.95269,1.0545,1.1624,1.4146,1.6679,1.7455,0.35978,0.29436,0.3282,0.48556,0.6645,0.89333,0.97354,1.0508,1.0171,1.0121,1.2918,1.6169,1.8443,2.1313,0.88,0.91937
0.47155,0.43886,0.44549,0.50143,0.62661,0.95328,1.2039,1.2617,1.1878,1.1401,1.6372,2.3403,3.0323,3.2483,0.3701,0.32689,0.35451,0.46034,0.61313,0.85363,1.0104,1.0484,0.92135,0.90543,1.1012,1.4048,1.6352,1.7523,0.36931,0.3065,0.35228,0.50158,0.72497,0.94647,1.0799,1.1717,1.1194,1.0941,1.3466,1.7355,1.9421,2.1119,0.88,1
0.53203,0.45841,0.42828,0.47011,0.63992,0.96899,1.3722,1.5114,1.3593,1.3,1.7737,2.3555,3.0377,3.4243,0.3174,0.30623,0.3104,0.3756,0.55442,0.82591,1.0424,0.97495,0.81899,0.77735,1.0655,1.549,1.7318,1.7263,0.34314,0.2632,0.31339,0.42803,0.60581,0.79019,0.94939,1.1099,1.1604,1.1837,1.3862,1.9602,2.1046,2.1286,0.88,1
0.5676,0.50745,0.52284,0.56459,0.80957,1.188,1.5582,1.6926,1.423,1.388,1.9304,2.8912,3.7892,4.6685,0.39146,0.27584,0.33433,0.43756,0.56652,0.83872,0.96151,0.98101,0.89915,0.85742,0.97588,1.21,1.429,1.531,0.31142,0.25817,0.28204,0.36731,0.47738,0.67965,0.87666,0.94625,0.97637,1.0055,1.1879,1.4367,1.6079,1.8298,0.88,1
0.51943,0.46641,0.50142,0.54779,0.73705,1.0337,1.3708,1.5999,1.4155,1.4086,1.8539,2.5524,3.5576,4.5953,0.38884,0.33457,0.35017,0.40979,0.53922,0.76746,0.91776,1.0115,0.95506,0.96893,1.1654,1.2148,1.404,1.6464,0.32998,0.26189,0.31466,0.401,0.53789,0.79495,1.0023,1.0337,0.9131,0.96204,1.1965,1.3534,1.758,1.9868,0.88,1
0.60576,0.50011,0.44841,0.54503,0.7517,1.0177,1.3331,1.5705,1.4381,1.4361,1.7638,2.4072,3.4631,4.2905,0.38273,0.33059,0.33984,0.41042,0.54655,0.76011,0.91302,0.97933,0.91429,0.96223,1.1883,1.2585,1.4227,1.5997,0.36182,0.26792,0.31805,0.42688,0.57614,0.7708,0.95111,1.0164,0.90442,0.93207,1.1653,1.5769,1.9633,2.0268,0.88,0.99579
0.64248,0.49215,0.43608,0.52982,0.77782,1.099,1.4643,1.7113,1.4307,1.3516,1.7714,2.5602,3.407,4.3751,0.4037,0.32022,0.35033,0.42735,0.55857,0.72884,0.87718,0.95966,0.8459,0.81307,1.0131,1.2758,1.4614,1.5833,0.36797,0.27709,0.31839,0.41114,0.53033,0.7063,0.99994,1.1412,1.04,1.0117,1.1321,1.568,1.793,1.9264,0.88,1
0.60115,0.51684,0.49155,0.54314,0.7544,0.98898,1.3124,1.5598,1.3651,1.3263,1.9574,2.6273,3.2502,4.1769,0.37427,0.31767,0.35204,0.43851,0.62472,0.72728,0.91296,0.99876,0.84538,0.86905,1.1356,1.6152,1.8434,1.9552,0.30667,0.24061,0.28529,0.35284,0.49745,0.68326,0.98167,1.1551,1.0097,1.0235,1.2278,1.4155,1.4775,1.8241,0.88,0.9496
0.57256,0.39677,0.39556,0.51279,0.66105,0.92409,1.2545,1.3146,1.0982,1.0627,1.7186,2.8633,3.5414,3.7878,0.48503,0.39133,0.38107,0.4199,0.53212,0.76122,0.92481,0.80787,0.81836,0.86263,1.1731,1.541,1.8062,2.0243,0.39984,0.33536,0.31834,0.35884,0.50969,0.68567,0.85256,1.015,1.0377,1.0678,1.4437,1.7829,1.9367,2.2959,0.88,1
0.4509,0.33109,0.33161,0.42688,0.5819,0.84428,1.0931,1.2294,1.0702,1.0219,1.6129,2.6884,3.4974,4.0915,0.4321,0.35282,0.34118,0.39442,0.54859,0.7967,0.90626,0.92644,0.98295,0.91487,1.2338,1.7554,1.9763,2.2798,0.38315,0.29058,0.29279,0.36115,0.58342,0.8283,0.89562,1.0091,1.2085,1.1126,1.3748,1.7205,2.0209,2.3859,0.88,0.99895
0.46957,0.35804,0.33587,0.4332,0.61843,0.8884,1.1725,1.3675,1.1671,1.0514,1.6244,2.3825,2.9817,3.6961,0.40185,0.32414,0.33187,0.41675,0.53531,0.75978,0.89009,0.93257,0.97887,0.83309,1.0897,1.7855,2.1673,2.2855,0.39335,0.30859,0.3066,0.34395,0.56891,0.86154,0.93383,0.9967,1.1547,1.0799,1.1928,1.6415,2.3723,2.9705,0.88,1
0.43901,0.3672,0.35378,0.43484,0.64746,0.90816,1.2185,1.3796,1.1152,1.0497,1.6472,2.4432,2.9597,3.3746,0.42309,0.30601,0.31347,0.3922,0.51192,0.69405,0.8923,0.89968,0.92931,0.94847,1.2471,1.8747,2.1557,2.1712,0.36618,0.30237,0.30707,0.37451,0.52084,0.74891,0.99947,1.1057,1.1011,1.0872,1.2667,1.8224,2.392,2.8428,0.88,1
0.47126,0.385,0.37171,0.43346,0.598,0.84422,1.1167,1.3426,1.1498,1.0779,1.5815,2.46,2.9695,3.2027,0.43778,0.31897,0.30797,0.37135,0.49571,0.65088,0.87238,1.0396,1.0424,1.0933,1.3355,1.8034,2.0549,2.3487,0.34588,0.29282,0.30289,0.36385,0.5041,0.76504,1.0207,1.1332,1.0958,1.1781,1.4121,1.8765,2.1765,2.4762,0.88,1
0.57189,0.4347,0.42759,0.53985,0.66941,0.91793,1.2089,1.2856,1.1521,1.103,1.5344,2.391,3.1874,3.6064,0.46218,0.38879,0.39729,0.42909,0.51833,0.71818,0.90964,1.0457,0.98861,1.0162,1.2481,1.5669,1.9039,2.0705,0.34118,0.29007,0.29084,0.30251,0.44621,0.74415,0.98738,1.0248,0.8863,1.0867,1.4551,1.8112,2.1115,2.3502,0.88,1
0.50818,0.41015,0.41653,0.51393,0.63123,0.88885,1.209,1.2263,1.1346,1.1485,1.5094,2.3725,3.3375,3.7913,0.5344,0.41008,0.3993,0.43447,0.55241,0.75239,0.98508,1.0198,0.90993,0.9842,1.2967,1.5724,1.8169,1.9509,0.3564,0.30692,0.31556,0.34618,0.45768,0.72044,1.0167,1.0562,0.96407,1.0803,1.4366,1.7175,1.9743,2.2613,0.88,1
0.47121,0.37917,0.37924,0.48033,0.5877,0.74934,1.0398,1.2546,1.1923,1.1539,1.5826,2.5814,3.3305,3.6927,0.52052,0.36214,0.36276,0.41576,0.54583,0.75155,1.0407,1.0916,1.0015,0.9137,1.1896,1.6531,1.7585,1.9615,0.41786,0.36499,0.33888,0.3761,0.50864,0.77749,1.0088,1.0641,1.06,1.1514,1.4162,1.5829,1.8961,2.3536,0.88,0.82606
0.53233,0.49061,0.45381,0.51778,0.66651,0.84786,1.065,1.0905,1.0452,1.0422,1.527,2.1251,2.5589,3.1235,0.58376,0.5378,0.51368,0.5218,0.61241,0.90311,1.221,1.3467,1.2316,1.0831,1.294,1.5334,1.5073,1.7445,0.40036,0.37557,0.43353,0.47493,0.6046,0.77727,0.90542,0.96086,0.82947,0.88707,1.2822,1.6701,1.878,2.0109,0.83,0.86662
0.61127,0.51858,0.49167,0.57154,0.71608,0.82363,1.0152,1.09,1.0633,1.0549,1.4461,2.0067,2.5271,3.0092,0.54777,0.47513,0.45701,0.4586,0.56023,0.74155,0.9769,1.2714,1.2712,1.3315,1.483,1.5883,1.6472,1.8013,0.39095,0.3731,0.42995,0.46586,0.60142,0.82783,0.95155,0.99773,0.91022,1.0812,1.4482,1.5843,1.7096,1.8037,0.83,0.78613
0.68464,0.60913,0.57781,0.60861,0.70577,0.85506,1.0301,1.0711,1.0059,1.0048,1.4071,2.0839,2.6122,2.9848,0.5046,0.45608,0.48871,0.51421,0.58705,0.68997,0.80629,1.0277,1.0741,1.2208,1.3774,1.4237,1.6866,1.8896,0.43736,0.42704,0.49922,0.54493,0.63463,0.7752,0.91848,0.99039,0.9577,1.0864,1.3325,1.5479,1.8004,2.0021,0.83,0.85765
0.64917,0.61427,0.57857,0.58029,0.6991,0.88218,1.0541,1.1109,1.076,1.0497,1.5786,2.3205,2.6639,3.0186,0.50576,0.46077,0.49807,0.51715,0.64677,0.8202,0.89186,0.91969,0.91273,0.90397,1.1078,1.4161,1.823,2.1281,0.52,0.45559,0.50872,0.61055,0.70887,0.73648,0.75109,0.90612,0.94914,0.98548,1.1366,1.4041,1.7739,2.1783,0.83,0.8157
0.56439,0.47205,0.45974,0.5498,0.68884,0.90397,1.0765,1.174,1.1186,1.0639,1.5539,2.3556,2.7955,3.3194,0.50088,0.45516,0.48176,0.57025,0.68481,0.85344,0.943,1.0593,0.94515,0.86555,1.0751,1.4742,1.8475,1.9798,0.49258,0.41202,0.49288,0.63292,0.74621,0.82381,0.83023,0.98171,0.94864,0.99159,1.2025,1.3978,1.5924,1.8157,0.83,0.89612
0.54115,0.45125,0.47239,0.57956,0.68659,0.88792,1.1252,1.2056,1.0915,0.99092,1.4168,2.1611,2.717,3.3746,0.4438,0.41117,0.45054,0.5545,0.72695,0.96764,1.0963,1.1408,0.96971,0.93229,1.2534,1.5986,1.7683,1.8005,0.45572,0.4385,0.47357,0.54701,0.60983,0.79861,0.97972,0.97637,0.96009,1.0097,1.2502,1.527,1.6651,1.694,0.83,1
0.5662,0.53018,0.52529,0.53259,0.60942,0.78883,1.0141,1.1785,1.1512,1.1307,1.5278,2.184,2.735,3.613,0.45554,0.42693,0.47661,0.48231,0.68109,0.88093,0.99285,1.0531,0.96838,0.93592,1.2535,1.5544,1.5985,1.9017,0.47931,0.46243,0.46523,0.50744,0.59052,0.7318,0.91461,0.92952,0.87338,0.93661,1.1915,1.6581,2.0032,2.0444,0.83,0.78565
0.60655,0.56023,0.51528,0.49572,0.62805,0.81294,1.0219,1.1497,1.1072,1.2068,1.6008,2.25,2.7636,3.3234,0.54052,0.45479,0.47155,0.52895,0.6589,0.72579,0.79251,0.99867,1.0779,1.0753,1.2008,1.3507,1.4444,1.964,0.54629,0.43072,0.42175,0.51791,0.63498,0.72228,0.84298,0.98914,0.93853,1.0397,1.2007,1.5591,1.9108,2.3098,0.83,0.73603
0.59645,0.55167,0.51383,0.55189,0.69184,0.88828,1.1121,1.2039,1.0257,1.0217,1.4929,2.1727,2.8135,3.0694,0.48956,0.44747,0.41049,0.46507,0.63992,0.83718,0.90927,1.0294,1.0532,1.0147,1.1876,1.4616,1.6637,1.9278,0.48398,0.39166,0.37773,0.46033,0.55042,0.71824,1.0248,1.2404,1.0401,1.0877,1.2891,1.5829,1.7473,2.1236,0.83,1
0.72906,0.62806,0.58756,0.58816,0.62654,0.79435,1.0206,1.0756,0.97122,0.99268,1.4144,1.9234,2.5369,3.0074,0.52015,0.45628,0.43561,0.50237,0.60922,0.85027,0.92433,0.83788,0.80211,0.85995,1.1716,1.5977,1.6381,1.7076,0.50705,0.53246,0.57774,0.63344,0.75457,0.98405,1.0952,1.0264,0.95508,1.0556,1.3495,1.6294,1.7724,1.9936,0.83,0.86374
0.80363,0.72413,0.65144,0.66874,0.73123,0.86311,1.0529,1.0615,0.97564,0.96055,1.3639,2.0016,2.6757,3.1129,0.6171,0.51637,0.50959,0.63214,0.68123,0.8623,0.99931,0.92424,0.84832,0.88595,1.0986,1.4442,1.593,1.6948,0.47162,0.43498,0.47004,0.54277,0.66936,0.90852,1.0148,0.99205,0.85053,0.88564,1.2496,1.5385,1.6788,1.8817,0.83,0.90718
0.71182,0.60208,0.5622,0.61923,0.69438,0.8644,1.1593,1.1251,1.0242,0.91945,1.3045,1.9707,2.6094,3.0273,0.56555,0.51033,0.50344,0.58778,0.64093,0.75005,1.0276,0.99461,0.84675,0.88084,1.1823,1.5071,1.7012,1.9382,0.46475,0.38631,0.4112,0.46797,0.65097,0.90248,0.95828,0.97154,0.92885,0.97088,1.3176,1.7219,1.92,2.0616,0.83,1
0.67229,0.56548,0.53694,0.57371,0.66145,0.92823,1.1616,1.1847,1.0971,1.0113,1.4539,2.2538,3.0443,3.2778,0.52066,0.46218,0.45018,0.47175,0.56804,0.66358,0.97013,1.0165,0.92427,0.91691,1.2208,1.4099,1.6123,2,0.46472,0.40957,0.46335,0.46668,0.61923,0.84395,0.86399,0.90789,0.98804,1.0648,1.2203,1.6399,1.8371,2.027,0.83,1
0.69927,0.60458,0.56006,0.57527,0.67,0.90691,1.0831,1.1871,1.0859,0.99265,1.4827,2.3805,3.1482,3.5456,0.51642,0.42801,0.4173,0.44732,0.55276,0.7089,0.94992,0.904,0.85717,0.9651,1.2729,1.4945,1.5985,1.8621,0.52257,0.4086,0.42799,0.45817,0.59782,0.8204,0.82511,0.85848,0.89307,0.95988,1.2102,1.7785,2.0722,2.0468,0.83,0.99228
0.65681,0.52834,0.51182,0.51154,0.59815,0.8331,1.104,1.218,1.0793,0.91369,1.3152,2.229,2.9172,3.4064,0.53282,0.47339,0.49788,0.5064,0.62015,0.85479,0.98037,0.90958,0.82638,0.93054,1.1058,1.4904,1.9019,2.1136,0.54073,0.44642,0.46263,0.48177,0.61977,0.85347,0.84093,0.82021,0.85111,0.88859,1.2052,1.749,2.1887,2.1224,0.83,1
0.59008,0.5019,0.51399,0.54617,0.66979,0.95632,1.1597,1.1507,1.0099,0.9525,1.4058,2.1445,2.5562,2.7077,0.53536,0.45973,0.48483,0.52715,0.6169,0.77537,0.93902,1.107,0.92856,0.87502,1.0187,1.3372,1.9509,2.2369,0.56311,0.45591,0.48928,0.5351,0.68943,0.90895,0.99531,0.94133,0.89307,0.97493,1.2965,1.6681,1.9281,1.9894,0.83,1
0.56275,0.5119,0.50184,0.57204,0.69551,0.95211,1.1133,1.0464,0.98107,0.95937,1.5102,2.0867,2.3986,2.5778,0.52528,0.39133,0.37982,0.48817,0.5796,0.74886,0.96865,1.1391,0.9432,0.91727,1.2769,1.5358,1.8074,1.9981,0.55874,0.438,0.45258,0.54822,0.6557,0.88421,1.0368,0.94574,0.93653,1.1752,1.5663,1.7901,1.8624,2.0031,0.83,0.97992
0.62965,0.56083,0.52526,0.59303,0.716,0.91851,1.1066,1.1396,1.0652,1.0092,1.4866,2.349,3.0273,3.3064,0.52798,0.392,0.38552,0.47479,0.56596,0.81364,1.0136,0.92731,0.8683,0.89591,1.1957,1.5847,1.7849,1.9653,0.52244,0.44299,0.42849,0.46549,0.54264,0.76622,0.86363,0.83286,1.0034,1.2525,1.5031,1.5927,1.6327,1.879,0.83,0.957
0.59409,0.4807,0.464,0.549,0.73473,0.93313,1.0658,1.1518,1.0709,1.0628,1.3391,1.7375,2.1917,2.3409,0.52667,0.4416,0.44476,0.47185,0.53877,0.77715,1.0678,1.1597,1.0739,1.0529,1.1031,1.4279,1.7769,1.832,0.55358,0.50942,0.55664,0.57801,0.64621,0.86021,1.1382,1.2673,1.2002,1.2134,1.4479,1.5844,1.6036,1.8384,0.83,1
0.66536,0.53695,0.51046,0.53882,0.7341,0.94382,1.0139,1.1697,1.1415,1.125,1.4135,1.923,2.3428,2.6578,0.47285,0.42061,0.44663,0.50827,0.60145,0.79788,1.0139,1.1613,0.99858,0.85813,1.0147,1.3561,1.5256,1.7025,0.56816,0.48187,0.52144,0.57648,0.69535,0.9353,1.2491,1.371,1.2779,1.1315,1.3901,1.484,1.4189,1.7192,0.83,0.87943
0.65034,0.56038,0.55352,0.55931,0.75423,0.99617,1.0891,1.2146,1.1451,1.1224,1.5259,2.2017,2.5507,2.7297,0.50963,0.47476,0.51701,0.58297,0.69269,0.83813,0.93761,1.0391,1.052,0.91025,1.0484,1.3994,1.476,1.7093,0.49444,0.41166,0.44295,0.51668,0.65326,0.79939,0.98408,1.1439,1.2176,1.0336,1.1087,1.409,1.5955,1.9518,0.83,0.93097
